property_id,id,full_address,street_address,unit,city,state,zip_code,county,latitude,longitude,property_type,bedrooms,bathrooms,sqft,lot_size_sqft,year_built,building_age,last_sale_price,last_sale_date,days_since_sale,price_per_sqft,assessed_value,tax_year,annual_tax,owner_name,owner_occupied,assessor_id,building_age_grp
P-101601,11601,"3997 Ridgewood Rd, Apt 26E, Kansas City, MO 97945",3997 Ridgewood Rd,Apt 26E,Kansas City,MO,97945,Jackson,39.839783,-86.629003,Condo,5,4.5,1876,6176,1996,28,658178.1,03/03/2024,772,350.84,554117.66,2022,6066.48,Steven Young,True,MO-JA-65558,Mid-age
P-101604,11604,"3980 Oak Ave, Apt 23C, Provo, UT 57799",3980 Oak Ave,Apt 23C,Provo,UT,57799,Utah,31.234387,-132.354345,Condo,6,3.5,2634,13630,1920,104,850711.73,14/02/2022,1520,322.97,774926.12,2023,11598.77,Patricia Rodriguez,False,UT-UT-37819,Old
P-101605,11605,"208 Orchard Ln, Apt 2A, Minneapolis, MN 75328",208 Orchard Ln,Apt 2A,Minneapolis,MN,75328,Hennepin,33.913147,-110.112779,Condo,7,2.5,2501,13087,1937,87,500763.73,30/08/2016,3514,200.23,548761.53,2024,9152.3,Patricia Taylor,False,MN-HE-63878,Old
P-101607,11607,"7172 Lakeshore Dr, Apt 30A, Fort Worth, TX 13113",7172 Lakeshore Dr,Apt 30A,Fort Worth,TX,13113,Tarrant,45.318704,-151.159249,Townhouse,6,1.5,2014,2647,1927,97,281620.98,08/10/2016,3475,139.83,242936.26,2023,4858.73,Ashley Ramirez,True,TX-TA-31442,Old
P-101608,11608,"3087 Elm St, Apt 6B, Cincinnati, OH 82251",3087 Elm St,Apt 6B,Cincinnati,OH,82251,Hamilton,38.199916,-97.329564,Condo,5,1.5,5484,8065,1993,31,837494.54,02/07/2017,3208,152.72,833005.1,2022,7788.35,Nancy Anderson,True,OH-HA-21146,Mid-age
P-101609,11609,"790 Cedar Ln, Apt 26B, Pittsburgh, PA 83298",790 Cedar Ln,Apt 26B,Pittsburgh,PA,83298,Allegheny,24.336969,-144.357367,Condo,6,4.5,4241,8824,1943,81,474143.4,04/09/2025,222,111.8,424200.43,2024,6242.5,Dorothy Mitchell,True,PA-AL-68314,Old
P-101610,11610,"2480 Cedar Ln, Apt 11B, Indianapolis, IN 62458",2480 Cedar Ln,Apt 11B,Indianapolis,IN,62458,Marion,26.128166,-143.18619,Condo,7,1.0,1248,3990,1973,51,881311.35,29/01/2020,2267,706.18,719066.14,2023,7984.68,Melissa Clark,True,IN-MA-85968,Old
P-101615,11615,"9645 Lincoln Rd, Apt 20E, St. Louis, MO 26149",9645 Lincoln Rd,Apt 20E,St. Louis,MO,26149,St. Louis,44.323108,-90.795655,Condo,2,5.0,6209,12123,1950,74,886725.66,29/09/2018,2754,142.81,891781.66,2022,16106.88,Mary Garcia,True,MO-ST-21219,Old
P-101619,11619,"2977 Maple Dr, Apt 14C, Tucson, AZ 20735",2977 Maple Dr,Apt 14C,Tucson,AZ,20735,Pima,21.316812,-98.31143,Townhouse,4,3.5,5714,15594,1980,44,329843.72,11/02/2021,1888,57.73,330612.81,2024,5277.68,Nancy Green,True,AZ-PI-88531,Mid-age
P-101623,11623,"5628 Birch St, Apt 15E, Waukegan, IL 62529",5628 Birch St,Apt 15E,Waukegan,IL,62529,Lake,25.529259,-93.100988,Townhouse,4,3.0,2775,8193,1923,101,560651.19,22/10/2019,2366,202.04,542347.23,2022,11389.29,Margaret Carter,True,IL-LA-29052,Old
P-101635,11635,"779 Ridgewood Rd, Apt 3B, New Orleans, LA 90406",779 Ridgewood Rd,Apt 3B,New Orleans,LA,90406,Orleans,28.221486,-105.72812,Townhouse,5,3.0,2038,10833,1984,40,814637.82,07/07/2018,2838,399.72,857169.73,2023,11475.87,Robert Perez,True,LA-OR-41790,Mid-age
P-101638,11638,"3081 Madison Ave, Apt 11B, Philadelphia, PA 39080",3081 Madison Ave,Apt 11B,Philadelphia,PA,39080,Philadelphia,28.047934,-101.903306,Townhouse,4,2.5,3402,10369,1942,82,270444.7,28/12/2018,2664,79.5,226827.27,2023,3174.78,Melissa Roberts,True,PA-PH-43382,Old
P-101641,11641,"4777 Creekside Dr, Apt 20A, Pittsburgh, PA 94531",4777 Creekside Dr,Apt 20A,Pittsburgh,PA,94531,Allegheny,33.19622,-111.095022,Townhouse,4,1.0,3033,7596,1985,39,643538.5,26/04/2023,1084,212.18,658879.41,2023,9220.05,Joseph Wilson,True,PA-AL-33372,Mid-age
P-101643,11643,"4598 Maple Dr, Apt 16A, Pittsburgh, PA 73988",4598 Maple Dr,Apt 16A,Pittsburgh,PA,73988,Allegheny,31.933381,-101.652336,Townhouse,3,2.5,1084,2478,1936,88,856362.65,02/10/2025,194,790.0,742994.52,2022,11078.83,Mary Hall,True,PA-AL-76132,Old
P-101646,11646,"5723 Meadow Ln, Apt 12B, Louisville, KY 58214",5723 Meadow Ln,Apt 12B,Louisville,KY,58214,Jefferson,21.673578,-127.193512,Condo,6,4.0,1697,10923,2010,14,612602.18,25/04/2021,1815,360.99,511167.44,2024,6325.49,Charles Jones,True,KY-JE-91823,New
P-101649,11649,"5018 Cedar Ln, Apt 19C, Manhattan, NY 34713",5018 Cedar Ln,Apt 19C,Manhattan,NY,34713,New York,42.797159,-125.473281,Condo,2,1.5,1980,6641,1956,68,479301.12,29/05/2018,2877,242.07,408298.29,2022,8982.56,Sandra Anderson,True,NY-NE-12890,Old
P-101651,11651,"2620 Ridgewood Rd, Apt 25E, Scottsdale, AZ 49647",2620 Ridgewood Rd,Apt 25E,Scottsdale,AZ,49647,Maricopa,31.775862,-149.488082,Townhouse,1,1.5,2270,7227,2014,10,871321.45,01/09/2023,956,383.84,765539.4,2024,12647.19,Steven Jones,True,AZ-MA-88751,New
P-101655,11655,"982 Clearwater Ct, Apt 26B, Fairfax, VA 19070",982 Clearwater Ct,Apt 26B,Fairfax,VA,19070,Fairfax,45.149017,-149.598376,Condo,6,5.0,5213,6724,1999,25,438181.8,09/08/2020,2074,84.06,454813.01,2023,5224.32,Daniel Johnson,True,VA-FA-36993,Mid-age
P-101657,11657,"2590 Madison Ave, Apt 11D, Kansas City, MO 19862",2590 Madison Ave,Apt 11D,Kansas City,MO,19862,Jackson,42.876004,-91.23647,Condo,1,4.0,813,4021,2004,20,508021.23,29/01/2019,2632,624.87,483203.66,2022,4403.85,Brian Mitchell,False,MO-JA-17191,Mid-age
P-101659,11659,"3674 Lakeshore Dr, Apt 7A, Charlotte, NC 17768",3674 Lakeshore Dr,Apt 7A,Charlotte,NC,17768,Mecklenburg,21.775872,-147.595739,Townhouse,5,1.0,816,10318,1983,41,795985.29,18/07/2025,270,975.47,702301.39,2022,10333.1,Richard Thomas,True,NC-ME-49091,Mid-age
P-101660,11660,"5631 Orchard Ln, Apt 30E, Grand Rapids, MI 48424",5631 Orchard Ln,Apt 30E,Grand Rapids,MI,48424,Kent,28.560825,-96.461509,Condo,5,2.5,5704,16371,1941,83,309856.55,11/07/2022,1373,54.32,303638.84,2022,5492.45,Dorothy Lopez,True,MI-KE-52601,Old
P-101670,11670,"5518 Valley View Dr, Apt 28D, Lexington, KY 26267",5518 Valley View Dr,Apt 28D,Lexington,KY,26267,Fayette,29.079345,-141.231914,Townhouse,3,3.0,5622,11965,1974,50,569340.61,28/12/2022,1203,101.27,479075.33,2022,9472.11,Ronald Hall,True,KY-FA-56363,Old
P-101675,11675,"7576 Riverside Dr, Apt 4A, Honolulu, HI 22564",7576 Riverside Dr,Apt 4A,Honolulu,HI,22564,Honolulu,42.940376,-127.276332,Condo,2,1.5,4898,12577,1924,100,2509164.12,06/06/2020,2138,512.28,2602301.37,2023,23097.54,Timothy Smith,True,HI-HO-85609,Old
P-101679,11679,"6007 Jefferson St, Apt 1E, Saint Paul, MN 81999",6007 Jefferson St,Apt 1E,Saint Paul,MN,81999,Ramsey,47.307897,-84.881807,Townhouse,4,1.5,3957,8994,1971,53,711224.9,14/10/2018,2739,179.74,681980.73,2022,11745.37,James Smith,True,MN-RA-71916,Old
P-101691,11691,"8720 Jefferson St, Apt 12E, Jacksonville, FL 93317",8720 Jefferson St,Apt 12E,Jacksonville,FL,93317,Duval,42.273905,-153.692596,Townhouse,4,4.5,6145,17157,1986,38,792756.61,07/09/2018,2776,129.01,684440.74,2024,8533.29,Sarah Hernandez,True,FL-DU-76821,Mid-age
P-101693,11693,"4976 Orchard Ln, Apt 10B, Phoenix, AZ 64729",4976 Orchard Ln,Apt 10B,Phoenix,AZ,64729,Maricopa,33.482328,-81.237571,Townhouse,5,5.0,4110,8150,1938,86,556420.84,07/04/2022,1468,135.38,566017.82,2022,10577.14,James Anderson,True,AZ-MA-34274,Old
P-101695,11695,"9322 Hillcrest Ave, Apt 7D, Fort Wayne, IN 51993",9322 Hillcrest Ave,Apt 7D,Fort Wayne,IN,51993,Allen,41.878694,-132.118294,Townhouse,4,3.5,2225,3445,1980,44,165402.09,12/10/2020,2010,74.34,143099.29,2022,1401.72,Jennifer Johnson,False,IN-AL-71307,Mid-age
P-101697,11697,"9606 Park Way, Apt 25E, Miami, FL 14375",9606 Park Way,Apt 25E,Miami,FL,14375,Miami-Dade,36.985016,-130.694358,Condo,4,4.0,6498,18413,1922,102,703276.11,14/12/2023,852,108.23,768574.45,2024,7571.24,Lisa Martin,False,FL-MI-68625,Old
P-101698,11698,"3339 Riverside Dr, Apt 22C, Lexington, KY 77383",3339 Riverside Dr,Apt 22C,Lexington,KY,77383,Fayette,30.471204,-125.413145,Condo,1,4.5,4128,5082,2020,4,756550.64,05/10/2018,2748,183.27,610508.12,2022,8515.24,Mark Jackson,False,KY-FA-96105,Very New
P-101699,11699,"9262 River Blvd, Apt 29A, Honolulu, HI 11897",9262 River Blvd,Apt 29A,Honolulu,HI,11897,Honolulu,28.567449,-91.643238,Condo,6,3.0,4028,11160,1993,31,2997944.37,04/06/2023,1045,744.28,3220541.66,2022,52378.87,Joseph Wright,True,HI-HO-81971,Mid-age
P-101708,11708,"9530 River Blvd, Apt 5E, Tampa, FL 98059",9530 River Blvd,Apt 5E,Tampa,FL,98059,Hillsborough,42.543942,-86.481333,Condo,7,4.0,4960,12136,1930,94,511299.73,14/05/2017,3257,103.08,510317.67,2022,7040.51,Andrew Smith,False,FL-HI-89995,Old
P-101712,11712,"2258 Madison Ave, Apt 8A, Tampa, FL 99069",2258 Madison Ave,Apt 8A,Tampa,FL,99069,Hillsborough,37.286401,-104.043052,Condo,2,1.0,2091,7408,1965,59,575298.88,03/12/2017,3054,275.13,547909.21,2023,8202.04,David Brown,True,FL-HI-29745,Old
P-101715,11715,"1774 Adams St, Apt 2D, Arlington, VA 14999",1774 Adams St,Apt 2D,Arlington,VA,14999,Arlington,42.317722,-108.992456,Condo,3,4.0,5219,10554,1953,71,636587.34,19/06/2016,3586,121.97,576569.3,2023,4692.5,Amanda Mitchell,True,VA-AR-75732,Old
P-101717,11717,"7543 Harbor View Blvd, Apt 21D, Knoxville, TN 66502",7543 Harbor View Blvd,Apt 21D,Knoxville,TN,66502,Knox,25.747252,-83.226436,Condo,3,4.5,3927,10325,1997,27,186748.74,20/07/2019,2460,47.56,194578.49,2022,1661.46,Betty Jackson,True,TN-KN-78738,Mid-age
P-101718,11718,"7790 Heritage Ln, Apt 13D, Tampa, FL 98119",7790 Heritage Ln,Apt 13D,Tampa,FL,98119,Hillsborough,39.873295,-79.558081,Townhouse,5,1.0,1703,12948,1969,55,220992.22,28/03/2017,3304,129.77,206361.9,2023,1860.89,Ronald Harris,True,FL-HI-80797,Old
P-101720,11720,"8246 Lake Dr, Apt 10E, Columbus, OH 37037",8246 Lake Dr,Apt 10E,Columbus,OH,37037,Franklin,23.298529,-75.410394,Townhouse,2,3.0,2068,5395,1963,61,238069.81,31/12/2016,3391,115.12,243505.29,2022,1950.05,Daniel Mitchell,False,OH-FR-91173,Old
P-101727,11727,"513 Valley View Dr, Apt 23A, Indianapolis, IN 16037",513 Valley View Dr,Apt 23A,Indianapolis,IN,16037,Marion,47.099979,-135.096416,Townhouse,2,5.0,4919,7977,1985,39,870503.01,02/07/2024,651,176.97,698260.59,2023,9284.47,Steven Ramirez,True,IN-MA-59658,Mid-age
P-101735,11735,"2755 Sunset Blvd, Apt 23B, Brooklyn, NY 25747",2755 Sunset Blvd,Apt 23B,Brooklyn,NY,25747,Kings,43.934586,-141.25427,Condo,2,1.5,5359,8841,1984,40,1716781.22,04/04/2020,2201,320.35,1458422.66,2024,32085.3,Ronald Lewis,True,NY-KI-44265,Mid-age
P-101736,11736,"3474 Lincoln Rd, Apt 4B, Oklahoma City, OK 11454",3474 Lincoln Rd,Apt 4B,Oklahoma City,OK,11454,Oklahoma,45.017224,-94.192739,Townhouse,6,4.0,5268,7989,2004,20,713182.32,09/10/2021,1648,135.38,656317.44,2023,5506.2,Karen Wright,True,OK-OK-40357,Mid-age
P-101738,11738,"9231 Pine Rd, Apt 26C, St. Louis, MO 72107",9231 Pine Rd,Apt 26C,St. Louis,MO,72107,St. Louis,41.064268,-155.348994,Condo,6,2.5,3682,7817,2000,24,860758.59,21/03/2025,389,233.77,710081.97,2023,11872.1,Donna Thompson,False,MO-ST-82415,Mid-age
P-101739,11739,"4327 Broadway, Apt 12E, Lexington, KY 19601",4327 Broadway,Apt 12E,Lexington,KY,19601,Fayette,37.500618,-113.531264,Condo,1,2.5,3959,7128,2008,16,427224.1,27/10/2019,2361,107.91,405420.04,2023,5188.16,Sandra King,True,KY-FA-73978,New
P-101743,11743,"403 Clearwater Ct, Apt 15B, Tulsa, OK 92423",403 Clearwater Ct,Apt 15B,Tulsa,OK,92423,Tulsa,46.990416,-99.695387,Townhouse,1,3.5,4542,8214,1987,37,635954.83,25/12/2025,110,140.02,581533.69,2024,11202.24,Anthony Robinson,False,OK-TU-60738,Mid-age
P-101746,11746,"9704 Summit Rd, Apt 28E, Austin, TX 76581",9704 Summit Rd,Apt 28E,Austin,TX,76581,Travis,30.01879,-112.770407,Condo,7,5.0,4041,5070,1924,100,843759.9,29/05/2020,2146,208.8,761836.48,2024,15236.73,Matthew Allen,True,TX-TR-72763,Old
P-101751,11751,"7877 Madison Ave, Apt 14C, San Antonio, TX 70109",7877 Madison Ave,Apt 14C,San Antonio,TX,70109,Bexar,26.539345,-72.819642,Condo,1,3.5,610,12434,1969,55,290370.26,10/03/2017,3322,476.02,318486.98,2023,6369.74,Daniel Miller,True,TX-BE-28501,Old
P-101752,11752,"3875 Harbor View Blvd, Apt 29D, Charleston, SC 92790",3875 Harbor View Blvd,Apt 29D,Charleston,SC,92790,Charleston,36.407786,-139.080136,Condo,4,4.5,2903,13515,1974,50,327852.74,09/06/2017,3231,112.94,356105.47,2023,6539.96,Deborah Williams,True,SC-CH-27890,Old
P-101755,11755,"6181 Jackson Dr, Apt 25D, Billings, MT 72004",6181 Jackson Dr,Apt 25D,Billings,MT,72004,Yellowstone,34.99478,-138.697507,Townhouse,1,3.5,6077,16584,2007,17,263070.32,05/12/2025,130,43.29,225114.23,2023,1879.24,Betty King,True,MT-YE-66716,New
P-101757,11757,"9737 Clearwater Ct, Apt 28C, Boise, ID 98102",9737 Clearwater Ct,Apt 28C,Boise,ID,98102,Ada,23.715032,-92.931517,Condo,2,4.5,3968,12168,1977,47,127005.62,04/07/2018,2841,32.01,120846.77,2022,1676.31,John Carter,True,ID-AD-63013,Mid-age
P-101762,11762,"9899 Creekside Dr, Apt 9A, Tulsa, OK 59951",9899 Creekside Dr,Apt 9A,Tulsa,OK,59951,Tulsa,26.189591,-155.144221,Townhouse,7,2.0,2614,8483,1971,53,395046.9,31/03/2026,14,151.13,432000.16,2022,5737.83,Carol Nguyen,True,OK-TU-56297,Old
P-101763,11763,"7684 Jefferson St, Apt 30E, Decatur, GA 31410",7684 Jefferson St,Apt 30E,Decatur,GA,31410,DeKalb,21.682534,-144.300654,Townhouse,3,2.5,1365,10514,1961,63,123415.74,03/01/2023,1197,90.41,103472.6,2022,1652.62,Andrew Rodriguez,False,GA-DE-60398,Old
P-101765,11765,"8708 Sunset Blvd, Apt 28B, Baton Rouge, LA 45506",8708 Sunset Blvd,Apt 28B,Baton Rouge,LA,45506,East Baton Rouge,43.022234,-128.332786,Townhouse,2,5.0,1459,7598,1930,94,537911.61,31/10/2020,1991,368.69,453783.25,2024,4652.88,Paul Rodriguez,True,LA-EA-45977,Old
P-101766,11766,"5916 River Blvd, Apt 30E, Baton Rouge, LA 76118",5916 River Blvd,Apt 30E,Baton Rouge,LA,76118,East Baton Rouge,30.097322,-81.238423,Townhouse,6,4.5,6216,13077,2019,5,531735.9,20/05/2020,2155,85.54,530893.11,2022,6391.17,Nancy Nguyen,True,LA-EA-17030,New
P-101767,11767,"9523 Summit Rd, Apt 24A, Tampa, FL 91340",9523 Summit Rd,Apt 24A,Tampa,FL,91340,Hillsborough,29.701137,-130.610169,Condo,4,4.0,1446,12508,2022,2,384095.65,13/01/2017,3378,265.63,388928.43,2023,5503.33,Charles Nguyen,False,FL-HI-52642,Very New
P-101775,11775,"932 Heritage Ln, Apt 25E, Pittsburgh, PA 36335",932 Heritage Ln,Apt 25E,Pittsburgh,PA,36335,Allegheny,23.105629,-149.274885,Townhouse,6,4.5,5180,10440,2018,6,243766.95,07/04/2019,2564,47.06,247535.39,2023,3712.25,Joseph Sanchez,True,PA-AL-16058,New
P-101779,11779,"229 Madison Ave, Apt 7B, Brooklyn, NY 49187",229 Madison Ave,Apt 7B,Brooklyn,NY,49187,Kings,34.581346,-148.934661,Condo,2,4.0,4163,8948,1981,43,1298186.93,13/02/2018,2982,311.84,1356412.72,2023,29841.08,Mary Taylor,True,NY-KI-83243,Mid-age
P-101780,11780,"9918 Summit Rd, Apt 22A, Arlington, VA 63276",9918 Summit Rd,Apt 22A,Arlington,VA,63276,Arlington,27.349874,-105.332157,Townhouse,5,1.5,6195,17550,1990,34,869245.8,12/01/2017,3379,140.31,918289.74,2023,14061.41,William Martin,True,VA-AR-68440,Mid-age
P-101781,11781,"4314 Forest Glen Rd, Apt 21D, Lakewood, CO 89935",4314 Forest Glen Rd,Apt 21D,Lakewood,CO,89935,Jefferson,26.756506,-87.99425,Townhouse,6,3.5,2642,4146,2023,1,692443.75,22/03/2017,3310,262.09,644768.11,2023,10215.15,Richard Flores,True,CO-JE-30001,Very New
P-101789,11789,"808 Maple Dr, Apt 16A, Fairfax, VA 57661",808 Maple Dr,Apt 16A,Fairfax,VA,57661,Fairfax,25.004184,-104.526919,Condo,3,3.5,4361,15081,2019,5,1300150.36,20/12/2022,1211,298.13,1266494.2,2023,15631.32,Joshua Johnson,True,VA-FA-27393,New
P-101790,11790,"5856 Summit Rd, Apt 2D, Decatur, GA 22541",5856 Summit Rd,Apt 2D,Decatur,GA,22541,DeKalb,46.373177,-87.245732,Condo,3,5.0,2187,2920,1959,65,854897.52,19/03/2026,26,390.9,844855.34,2023,14175.73,Deborah Campbell,True,GA-DE-38944,Old
P-101795,11795,"3862 Madison Ave, Apt 2B, Lexington, KY 12188",3862 Madison Ave,Apt 2B,Lexington,KY,12188,Fayette,37.685562,-124.759939,Condo,3,3.5,1270,8128,1962,62,489002.67,27/08/2025,230,385.04,522702.46,2024,6043.28,Barbara Miller,False,KY-FA-39779,Old
P-101797,11797,"917 Madison Ave, Apt 19E, Miami, FL 34951",917 Madison Ave,Apt 19E,Miami,FL,34951,Miami-Dade,28.53748,-89.602022,Condo,2,4.0,2263,6164,1920,104,366253.18,03/05/2018,2903,161.84,377853.82,2024,4395.14,Ashley Hall,False,FL-MI-10379,Old
P-101808,11808,"8449 Harbor View Blvd, Apt 5A, Durham, NC 46982",8449 Harbor View Blvd,Apt 5A,Durham,NC,46982,Durham,34.226842,-104.172487,Townhouse,7,3.5,5962,14974,1959,65,288604.92,24/08/2023,964,48.41,263165.29,2024,3932.81,Steven Carter,True,NC-DU-55962,Old
P-101809,11809,"3379 Cedar Ln, Apt 7A, San Francisco, CA 59802",3379 Cedar Ln,Apt 7A,San Francisco,CA,59802,San Francisco,44.639558,-119.956639,Townhouse,1,2.0,3725,11767,1934,90,2210858.55,28/11/2019,2329,593.52,2047406.7,2024,30511.18,Jessica White,True,CA-SA-14924,Old
P-101812,11812,"3721 Pine Rd, Apt 16D, New Orleans, LA 67736",3721 Pine Rd,Apt 16D,New Orleans,LA,67736,Orleans,38.086912,-112.570561,Townhouse,1,2.5,5250,15916,1955,69,654814.87,09/03/2017,3323,124.73,689649.62,2023,12439.88,Carol Adams,True,LA-OR-52684,Old
P-101817,11817,"1961 Jefferson St, Apt 28B, Omaha, NE 30397",1961 Jefferson St,Apt 28B,Omaha,NE,30397,Douglas,41.210512,-81.948605,Townhouse,2,3.5,4272,9530,1946,78,532362.11,08/05/2017,3263,124.62,506190.73,2024,4520.67,Jennifer Lee,False,NE-DO-14926,Old
P-101822,11822,"8763 Valley View Dr, Apt 18A, San Francisco, CA 45364",8763 Valley View Dr,Apt 18A,San Francisco,CA,45364,San Francisco,24.22893,-138.005123,Condo,4,4.0,3546,15519,2022,2,487615.76,22/06/2020,2122,137.51,439909.01,2024,7743.05,John Perez,False,CA-SA-51876,Very New
P-101823,11823,"1720 Meadow Ln, Apt 30E, Portland, OR 72055",1720 Meadow Ln,Apt 30E,Portland,OR,72055,Multnomah,35.543313,-107.773693,Townhouse,2,3.0,5454,8374,1941,83,402773.23,22/09/2019,2396,73.85,426470.83,2024,6920.29,Carol Jackson,True,OR-MU-86401,Old
P-101829,11829,"7867 Forest Glen Rd, Apt 16B, Eugene, OR 13884",7867 Forest Glen Rd,Apt 16B,Eugene,OR,13884,Lane,29.239825,-145.288447,Condo,6,5.0,4642,15124,2010,14,1391914.47,01/07/2021,1748,299.85,1409311.29,2023,16388.33,Andrew Hall,False,OR-LA-75432,New
P-101831,11831,"4747 Lakeshore Dr, Apt 19E, Manhattan, NY 28031",4747 Lakeshore Dr,Apt 19E,Manhattan,NY,28031,New York,30.133631,-141.092322,Townhouse,3,1.5,4178,15096,1988,36,2257462.68,16/12/2023,850,540.32,2207930.21,2023,48574.46,Sandra Carter,False,NY-NE-40662,Mid-age
P-101837,11837,"9875 Willow Way, Apt 29B, San Antonio, TX 75258",9875 Willow Way,Apt 29B,San Antonio,TX,75258,Bexar,29.178495,-147.668845,Condo,7,4.0,2479,9063,2016,8,397275.74,30/06/2019,2480,160.26,318990.54,2023,6379.81,Thomas Jones,True,TX-BE-75093,New
P-101844,11844,"296 Heritage Ln, Apt 14D, Oakland, CA 24486",296 Heritage Ln,Apt 14D,Oakland,CA,24486,Alameda,26.280859,-136.606077,Townhouse,3,4.5,5279,10250,1937,87,594341.63,26/12/2020,1935,112.59,610954.53,2022,9906.99,David Baker,True,CA-AL-56837,Old
P-101849,11849,"1429 Ridgewood Rd, Apt 9B, Eugene, OR 42985",1429 Ridgewood Rd,Apt 9B,Eugene,OR,42985,Lane,21.824064,-121.279701,Condo,3,4.0,4336,4474,1937,87,1472545.38,30/12/2017,3027,339.61,1384896.9,2024,12320.65,Matthew Gonzalez,True,OR-LA-96078,Old
P-101854,11854,"5446 Lakeshore Dr, Apt 20A, Bronx, NY 16161",5446 Lakeshore Dr,Apt 20A,Bronx,NY,16161,Bronx,39.362861,-99.613628,Condo,7,1.0,4397,8399,1937,87,1389271.1,24/01/2022,1541,315.96,1386245.42,2024,30497.4,Michelle Walker,False,NY-BR-43602,Old
P-101856,11856,"1069 Pine Rd, Apt 29D, Lawrenceville, GA 77063",1069 Pine Rd,Apt 29D,Lawrenceville,GA,77063,Gwinnett,32.289133,-71.949084,Condo,2,2.5,1285,5615,1965,59,657685.01,19/02/2017,3341,511.82,599463.89,2024,10458.07,William Robinson,True,GA-GW-20574,Old
P-101857,11857,"453 Monroe Blvd, Apt 22B, San Jose, CA 45550",453 Monroe Blvd,Apt 22B,San Jose,CA,45550,Santa Clara,27.413873,-90.973163,Condo,2,2.0,3500,9747,2023,1,2532023.04,18/12/2022,1213,723.44,2047141.46,2024,24498.64,Anthony Rodriguez,True,CA-SA-95118,Very New
P-101860,11860,"6806 River Blvd, Apt 18B, Tampa, FL 99839",6806 River Blvd,Apt 18B,Tampa,FL,99839,Hillsborough,29.285757,-90.493068,Townhouse,6,3.0,2812,5133,1972,52,737842.84,29/04/2025,350,262.39,708463.07,2023,8342.15,Donald Carter,False,FL-HI-51514,Old
P-101865,11865,"9648 River Blvd, Apt 27E, Dallas, TX 28312",9648 River Blvd,Apt 27E,Dallas,TX,28312,Dallas,24.21401,-79.922092,Condo,1,4.5,1887,7792,1952,72,751664.43,24/04/2022,1451,398.34,766202.89,2024,15324.06,Jennifer Carter,True,TX-DA-85170,Old
P-101869,11869,"2476 Jackson Dr, Apt 11C, Jacksonville, FL 13102",2476 Jackson Dr,Apt 11C,Jacksonville,FL,13102,Duval,25.277137,-104.825986,Condo,4,2.0,4497,10845,1933,91,480102.37,18/02/2017,3342,106.76,423060.02,2022,7275.51,Karen Williams,True,FL-DU-61044,Old
P-101873,11873,"4218 Forest Glen Rd, Apt 18D, Albuquerque, NM 84612",4218 Forest Glen Rd,Apt 18D,Albuquerque,NM,84612,Bernalillo,38.661798,-123.708781,Townhouse,2,4.5,1159,7076,1965,59,491594.08,12/01/2025,457,424.15,536268.97,2023,5458.24,Emily Torres,True,NM-BE-18584,Old
P-101874,11874,"596 Meadow Ln, Apt 29B, Phoenix, AZ 16781",596 Meadow Ln,Apt 29B,Phoenix,AZ,16781,Maricopa,33.622203,-138.765453,Condo,4,4.5,2465,4192,1936,88,597594.6,14/02/2024,790,242.43,637469.99,2023,12300.68,Deborah Martin,True,AZ-MA-16772,Old
P-101882,11882,"7433 Monroe Blvd, Apt 17B, Boston, MA 95605",7433 Monroe Blvd,Apt 17B,Boston,MA,95605,Suffolk,36.345188,-110.19617,Townhouse,2,4.5,4472,5330,1929,95,3399396.61,27/02/2023,1142,760.15,3305904.03,2022,43551.72,Karen Thompson,False,MA-SU-88333,Old
P-101883,11883,"4144 Harbor View Blvd, Apt 5A, Durham, NC 81641",4144 Harbor View Blvd,Apt 5A,Durham,NC,81641,Durham,21.386634,-118.685559,Condo,1,4.5,5746,15399,1945,79,423403.05,08/07/2025,280,73.69,440567.9,2023,5497.95,Donna Lopez,False,NC-DU-87265,Old
P-101890,11890,"8301 Riverside Dr, Apt 26A, Boston, MA 32691",8301 Riverside Dr,Apt 26A,Boston,MA,32691,Suffolk,32.084019,-95.334223,Townhouse,2,1.5,5785,8423,1937,87,1075110.76,30/10/2023,897,185.84,1045945.74,2024,18841.64,Kimberly Hernandez,True,MA-SU-83818,Old
P-101894,11894,"1256 Orchard Ln, Apt 14A, Decatur, GA 57678",1256 Orchard Ln,Apt 14A,Decatur,GA,57678,DeKalb,22.643611,-107.129309,Condo,5,4.5,4935,7136,1995,29,555483.11,24/10/2020,1998,112.56,610376.19,2023,7524.18,Deborah Moore,True,GA-DE-10648,Mid-age
P-101898,11898,"3559 Ridgewood Rd, Apt 22B, Charleston, SC 19549",3559 Ridgewood Rd,Apt 22B,Charleston,SC,19549,Charleston,45.842673,-73.684808,Condo,2,5.0,4337,16012,1931,93,632250.04,08/08/2022,1345,145.78,572015.11,2023,11133.06,Michelle Ramirez,False,SC-CH-42432,Old
P-101902,11902,"2702 River Blvd, Apt 5A, Kansas City, MO 26856",2702 River Blvd,Apt 5A,Kansas City,MO,26856,Jackson,24.291301,-82.140375,Townhouse,6,1.5,5286,5965,2001,23,333732.65,03/05/2022,1442,63.14,340174.66,2023,3421.57,Lisa Campbell,True,MO-JA-33969,Mid-age
